OrderID,CustomerID,SKU,Description,OrderDate,State
1977,4055,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-06-15 03:09:16,California
1978,1001,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-03-21 20:17:50,North Dakota
1979,290,ADV-24-10C,Advanced 24-port 10G Copper Switch,2024-11-26 03:07:52,Pennsylvania
1980,4325,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-01-07 20:31:15,Pennsylvania
1981,6671,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-09-19 11:08:29,California
1982,2362,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-07-01 10:25:22,Mississippi
1983,963,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-02-02 12:38:37,Massachusetts
1984,6434,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-07-31 10:57:10,North Carolina
1985,837,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-04-23 21:28:55,Massachusetts
1986,2311,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-02-19 00:53:57,Wisconsin
1987,5616,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-09-12 12:34:37,Wisconsin
1988,5613,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-08-08 23:12:42,Wisconsin
1989,6727,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-07-12 07:48:30,Utah
1990,3601,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-05-11 14:29:39,Michigan
1991,6953,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-05-05 19:30:38,Nevada
1992,5308,ADV-24-10C,Advanced 24-port 10G Copper Switch,2024-10-08 06:46:45,Idaho
1993,6478,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-04-13 15:48:53,Maryland
1994,6391,ADV-24-10C,Advanced 24-port 10G Copper Switch,2024-11-05 19:13:05,North Dakota
1995,4072,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-09-03 02:13:53,Wisconsin
1996,3842,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-04-18 12:28:47,New York
1997,2118,ADV-24-10C,Advanced 24-port 10G Copper Switch,2024-10-28 05:31:17,Illinois
1998,5939,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-07-14 02:09:37,Louisiana
1999,3828,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-05-09 04:54:10,California
2000,5645,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-06-01 03:33:00,Wisconsin
2001,7005,ADV-24-10C,Advanced 24-port 10G Copper Switch,2024-11-03 17:00:55,Michigan
2002,3299,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-05-19 14:11:27,Idaho
2003,2564,ADV-24-10C,Advanced 24-port 10G Copper Switch,2024-11-02 08:43:13,New Jersey
2004,6360,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-07-25 19:47:47,North Dakota
2005,4545,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-03-19 03:54:25,Montana
2006,6114,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-01-26 10:00:33,Hawaii
2007,5727,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-06-19 08:19:44,Iowa
2008,2018,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-05-31 22:56:16,Mississippi
2009,5236,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-04-24 01:22:15,Alabama
2010,7116,ADV-24-10C,Advanced 24-port 10G Copper Switch,2024-12-10 18:58:49,Kansas
2011,3055,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-01-02 22:38:15,New York
2012,6083,ADV-24-10C,Advanced 24-port 10G Copper Switch,2024-11-05 06:13:39,Vermont
2013,5126,ADV-24-10C,Advanced 24-port 10G Copper Switch,2024-09-24 05:23:02,Oregon
2014,2133,ADV-24-10C,Advanced 24-port 10G Copper Switch,2024-12-10 12:23:00,Nevada
2015,5015,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-06-15 09:02:36,Massachusetts
2016,2664,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-05-15 10:55:45,Delaware
2017,134,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-07-10 16:22:30,Minnesota
2018,6025,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-01-23 06:20:59,Wyoming
2019,886,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-03-16 03:00:50,New York
2020,2263,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-02-01 09:14:39,Vermont
2021,6065,ADV-24-10C,Advanced 24-port 10G Copper Switch,2024-11-15 14:08:01,Vermont
2022,6482,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-06-19 05:57:37,Maryland
2023,2763,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-07-24 22:01:28,West Virginia
2024,5655,ADV-24-10C,Advanced 24-port 10G Copper Switch,2024-10-23 15:33:59,New Mexico
2025,4182,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-07-17 05:17:49,Maine
2026,5593,ADV-24-10C,Advanced 24-port 10G Copper Switch,2024-12-18 06:27:37,Montana
2027,6903,ADV-24-10C,Advanced 24-port 10G Copper Switch,2024-12-18 18:01:51,Illinois
2028,4931,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-01-16 03:46:08,Arizona
2029,4797,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-03-23 22:22:55,New York
2030,7182,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-02-06 11:14:16,Nebraska
2031,4787,ADV-24-10C,Advanced 24-port 10G Copper Switch,2024-12-30 20:57:56,Maryland
2032,5155,ADV-24-10C,Advanced 24-port 10G Copper Switch,2024-10-02 12:48:55,West Virginia
2033,3987,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-05-22 02:37:38,Idaho
2034,2157,ADV-24-10C,Advanced 24-port 10G Copper Switch,2024-11-25 23:51:48,Florida
2035,882,ADV-24-10C,Advanced 24-port 10G Copper Switch,2024-12-18 02:47:30,Colorado
2036,5543,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-02-24 21:56:15,Kentucky
2037,1377,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-05-19 03:25:54,New Mexico
2038,6910,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-09-05 03:51:51,Illinois
2039,5543,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-01-29 03:52:56,Kentucky
2040,2176,ADV-24-10C,Advanced 24-port 10G Copper Switch,2024-10-26 08:06:43,Nebraska
2041,1142,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-01-20 01:47:01,Tennessee
2042,4545,ADV-24-10C,Advanced 24-port 10G Copper Switch,2024-12-03 03:42:25,Montana
2043,7086,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-07-28 15:19:44,Ohio
2044,4998,ADV-24-10C,Advanced 24-port 10G Copper Switch,2024-12-08 02:10:56,Tennessee
2045,6839,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-06-17 15:15:49,Oklahoma
2046,6638,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-02-20 02:29:26,New Hampshire
2047,3072,ADV-24-10C,Advanced 24-port 10G Copper Switch,2024-10-11 06:35:13,Hawaii
2048,1915,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-07-31 10:58:22,Florida
2049,6014,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-05-23 07:48:34,Wyoming
2050,2995,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-01-01 16:03:38,Arizona
2051,5355,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-05-10 16:54:47,Mississippi
2052,847,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-05-09 09:06:00,North Carolina
2053,7312,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-08-25 09:24:16,New Jersey
2054,1168,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-05-25 05:17:43,California
2055,6073,ADV-24-10C,Advanced 24-port 10G Copper Switch,2024-12-04 19:27:17,Vermont
2056,6189,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-09-16 12:04:08,New York
2057,6114,ADV-24-10C,Advanced 24-port 10G Copper Switch,2024-11-08 16:22:55,Hawaii
2058,4550,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-07-29 21:16:26,Maryland
2059,4307,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-09-09 16:49:23,Washington
2060,2101,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-04-23 18:54:25,Rhode Island
2061,1750,ADV-24-10C,Advanced 24-port 10G Copper Switch,2024-10-24 04:13:55,Hawaii
2062,2488,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-08-04 19:30:23,Hawaii
2063,7300,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-07-20 21:47:49,Colorado
2064,6107,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-08-13 01:15:17,Hawaii
2065,4861,ADV-24-10C,Advanced 24-port 10G Copper Switch,2024-10-23 10:55:21,South Dakota
2066,4366,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-08-13 07:54:37,Hawaii
2067,4216,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-02-14 07:36:14,North Dakota
2068,1083,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-08-19 09:52:26,Vermont
2069,462,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-01-05 02:23:21,Illinois
2070,1536,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-03-15 16:56:04,Missouri
2071,6209,ADV-24-10C,Advanced 24-port 10G Copper Switch,2024-10-18 05:22:00,Washington
2072,5817,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-03-16 03:55:45,Indiana
2073,57,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-08-13 09:01:41,Pennsylvania
2074,4533,ADV-24-10C,Advanced 24-port 10G Copper Switch,2024-12-31 23:23:32,Kentucky
2075,4210,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-09-04 22:27:20,Arizona
2076,6869,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-09-17 09:43:05,Maine
2077,5071,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-07-28 09:53:46,Arkansas
2078,5740,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-03-28 02:00:32,Iowa
2079,3753,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-09-09 00:46:39,Pennsylvania
2080,5654,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-01-12 01:49:10,New Mexico
2081,6086,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-09-18 18:38:30,Vermont
2082,3157,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-08-09 02:43:43,Kentucky
2083,514,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-07-28 14:02:35,Alabama
2084,5698,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-01-02 23:50:42,New Mexico
2085,1333,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-05-12 18:11:04,South Carolina
2086,5257,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-09-21 08:25:58,Connecticut
2087,3145,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-06-26 23:18:40,Missouri
2088,4059,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-05-09 17:15:37,Idaho
2089,5861,ADV-24-10C,Advanced 24-port 10G Copper Switch,2024-10-23 12:27:52,South Dakota
2090,5348,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-03-12 09:33:56,Idaho
2091,473,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-07-20 05:17:05,North Dakota
2092,3058,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-03-18 17:40:38,Hawaii
2093,4180,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-04-09 04:24:11,Missouri
2094,6055,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-08-29 16:09:51,Vermont
2095,6404,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-03-13 03:30:47,North Carolina
2096,85,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-04-20 03:05:18,New York
2097,3516,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-07-07 21:07:54,Montana
2098,4921,ADV-24-10C,Advanced 24-port 10G Copper Switch,2024-11-23 07:01:14,Idaho
2099,3893,ADV-24-10C,Advanced 24-port 10G Copper Switch,2024-12-08 17:48:37,Louisiana
2100,3729,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-01-13 23:24:00,California
2101,5500,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-08-24 21:39:33,Delaware
2102,247,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-08-02 03:04:20,Idaho
2103,6552,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-02-11 22:49:48,Rhode Island
2104,1591,ADV-24-10C,Advanced 24-port 10G Copper Switch,2024-11-06 15:57:09,South Dakota
2105,1680,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-06-21 06:12:37,Indiana
2106,2818,ADV-24-10C,Advanced 24-port 10G Copper Switch,2024-12-24 19:28:36,Maine
2107,6186,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-02-15 08:41:41,New York
2108,96,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-04-11 13:59:32,Minnesota
2109,1253,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-07-20 12:57:36,Mississippi
2110,1812,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-01-15 12:42:18,Michigan
2111,365,ADV-24-10C,Advanced 24-port 10G Copper Switch,2024-12-27 06:13:47,Oklahoma
2112,919,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-03-21 16:04:04,Kentucky
2113,6405,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-03-26 15:46:15,North Carolina
2114,1585,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-01-22 12:38:12,South Carolina
2115,2453,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-08-13 01:21:16,Hawaii
2116,3605,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-05-07 10:09:50,Texas
2117,2641,ADV-24-10C,Advanced 24-port 10G Copper Switch,2024-10-04 16:05:20,South Dakota
2118,269,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-08-23 00:21:49,Arkansas
2119,5570,ADV-24-10C,Advanced 24-port 10G Copper Switch,2024-12-29 21:53:28,Montana
2120,7024,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-02-09 23:05:48,Michigan
2121,1552,ADV-24-10C,Advanced 24-port 10G Copper Switch,2024-11-13 14:30:03,Hawaii
2122,3051,ADV-24-10C,Advanced 24-port 10G Copper Switch,2024-12-10 05:11:08,Vermont
2123,3976,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-06-27 17:14:00,Missouri
2124,2055,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-08-05 15:51:34,Delaware
2125,6762,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-08-27 11:38:33,Texas
2126,5753,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-03-23 09:22:55,Pennsylvania
2127,3204,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-09-14 00:19:26,West Virginia
2128,3356,ADV-24-10C,Advanced 24-port 10G Copper Switch,2024-11-10 20:31:02,Florida
2129,4116,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-05-19 13:23:36,West Virginia
2130,5540,ADV-24-10C,Advanced 24-port 10G Copper Switch,2024-10-09 00:26:01,Kentucky
2131,5228,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-09-18 20:02:02,Alabama
2132,2728,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-05-11 13:35:31,Vermont
2133,1171,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-07-21 02:37:10,Georgia
2134,678,ADV-24-10C,Advanced 24-port 10G Copper Switch,2024-11-10 14:29:59,Nebraska
2135,3525,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-08-24 23:45:48,Arkansas
2136,6173,ADV-24-10C,Advanced 24-port 10G Copper Switch,2024-10-26 20:29:51,New York
2137,3079,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-08-08 21:10:20,Colorado
2138,6156,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-04-13 22:13:36,New York
2139,6233,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-08-28 22:47:52,Washington
2140,3182,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-01-16 22:42:52,Pennsylvania
2141,868,ADV-24-10C,Advanced 24-port 10G Copper Switch,2024-11-23 15:08:20,Florida
2142,5019,ADV-24-10C,Advanced 24-port 10G Copper Switch,2024-12-08 11:57:19,Massachusetts
2143,5891,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-03-21 09:32:59,South Dakota
2144,5446,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-06-18 07:10:20,Tennessee
2145,2884,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-02-25 22:05:31,Oregon
2146,2131,ADV-24-10C,Advanced 24-port 10G Copper Switch,2024-10-05 06:27:41,Wisconsin
2147,4451,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-06-20 00:28:46,New Jersey
2148,3271,ADV-24-10C,Advanced 24-port 10G Copper Switch,2024-12-24 20:23:13,Florida
2149,5387,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-04-28 09:47:19,Mississippi
2150,690,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-03-25 09:29:18,Montana
2151,2948,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-02-07 20:51:58,Texas
2152,6005,ADV-24-10C,Advanced 24-port 10G Copper Switch,2024-12-31 15:38:30,Wyoming
2153,5119,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-09-06 05:00:48,Oregon
2154,6513,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-04-14 22:17:06,Florida
2155,7244,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-03-28 19:26:12,Georgia
2156,6928,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-06-13 01:04:21,Illinois
2157,3034,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-08-04 09:13:41,Oregon
2158,1985,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-04-12 14:48:35,Montana
2159,1150,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-07-07 04:50:45,Kansas
2160,1993,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-09-15 03:22:51,Delaware
2161,1236,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-05-27 19:05:50,Texas
2162,3613,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-07-23 01:31:56,Oregon
2163,5239,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-03-16 13:24:27,Alabama
2164,2733,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-05-15 17:46:11,Tennessee
2165,4065,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-01-20 07:34:55,North Dakota
2166,1448,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-02-05 14:58:08,Montana
2167,4869,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-07-22 05:44:38,New Mexico
2168,60,ADV-24-10C,Advanced 24-port 10G Copper Switch,2024-12-26 02:46:30,Michigan
2169,3468,ADV-24-10C,Advanced 24-port 10G Copper Switch,2024-09-25 09:25:05,Rhode Island
2170,4907,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-05-15 22:10:48,Montana
2171,2045,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-01-30 16:45:20,New Mexico
2172,6794,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-07-17 18:49:09,Texas
2173,4098,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-03-18 14:44:43,Vermont
2174,5493,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-05-14 16:03:43,Delaware
2175,4011,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-05-10 12:32:51,Missouri
2176,5165,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-04-24 18:45:09,West Virginia
2177,3934,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-07-11 22:20:25,New York
2178,1623,ADV-24-10C,Advanced 24-port 10G Copper Switch,2024-12-30 13:07:20,Minnesota
2179,1174,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-07-20 07:53:07,Illinois
2180,2997,ADV-24-10C,Advanced 24-port 10G Copper Switch,2024-11-29 05:04:00,Texas
2181,7237,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-07-30 16:05:03,Georgia
2182,1892,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-09-10 08:18:26,Illinois
2183,591,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-04-24 20:52:35,Oklahoma
2184,2115,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-03-28 10:28:54,Mississippi
2185,505,ADV-24-10C,Advanced 24-port 10G Copper Switch,2024-11-15 12:15:11,Utah
2186,6580,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-06-03 17:59:33,Rhode Island
2187,5439,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-06-07 11:50:43,Tennessee
2188,6752,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-04-25 04:06:21,Texas
2189,6788,ADV-24-10C,Advanced 24-port 10G Copper Switch,2024-12-16 12:54:22,Texas
2190,281,ADV-24-10C,Advanced 24-port 10G Copper Switch,2024-12-04 04:16:37,Michigan
2191,608,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-09-13 02:15:43,Illinois
2192,3441,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-02-05 18:04:30,North Dakota
2193,6090,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-09-15 20:05:02,Vermont
2194,6011,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-06-27 07:59:04,Wyoming
2195,4911,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-08-07 12:47:25,North Dakota
2196,4285,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-09-05 10:03:01,Oregon
2197,4144,ADV-24-10C,Advanced 24-port 10G Copper Switch,2024-11-18 14:24:47,Washington
2198,6832,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-01-17 00:38:20,Oklahoma
2199,4184,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-04-30 02:02:40,North Dakota
2200,5444,ADV-24-10C,Advanced 24-port 10G Copper Switch,2024-10-30 19:36:12,Tennessee
2201,5157,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-05-12 10:31:20,West Virginia
2202,7367,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-01-06 20:14:59,South Carolina
2203,2720,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-09-19 20:29:03,Indiana
2204,4150,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-02-21 19:24:55,South Dakota
2205,4250,ADV-24-10C,Advanced 24-port 10G Copper Switch,2024-11-07 21:13:16,Arkansas
2206,895,ADV-24-10C,Advanced 24-port 10G Copper Switch,2024-12-06 07:21:14,Louisiana
2207,193,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-08-25 04:45:38,Kentucky
2208,6018,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-01-14 20:47:23,Wyoming
2209,2117,ADV-24-10C,Advanced 24-port 10G Copper Switch,2024-11-29 07:41:36,Idaho
2210,5634,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-08-10 22:26:35,Wisconsin
2211,3964,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-07-13 03:41:57,Oregon
2212,153,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-06-01 16:25:10,Louisiana
2213,3263,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-06-12 20:56:53,Delaware
2214,433,ADV-24-10C,Advanced 24-port 10G Copper Switch,2024-10-26 10:56:43,Arkansas
2215,2374,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-02-21 13:17:27,Missouri
2216,2415,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-05-01 02:50:37,Missouri
2217,3953,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-07-11 08:39:57,Mississippi
2218,3773,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-06-07 03:01:20,Utah
2219,5302,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-01-22 12:06:47,Idaho
2220,6266,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-03-25 12:44:45,Missouri
2221,2350,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-07-05 05:43:40,Mississippi
2222,1379,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-04-17 00:27:40,Montana
2223,5306,ADV-24-10C,Advanced 24-port 10G Copper Switch,2024-12-24 19:55:10,Idaho
2224,7323,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-07-16 04:55:06,New Jersey
2225,1485,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-02-23 14:36:14,Pennsylvania
2226,156,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-08-12 22:47:20,South Dakota
2227,6653,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-03-13 02:52:25,California
2228,497,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-04-27 06:02:16,New Mexico
2229,6498,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-08-31 04:20:34,Maryland
2230,2722,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-03-23 19:02:22,Vermont
2231,6749,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-05-27 15:51:08,Utah
2232,5347,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-02-20 09:03:48,Idaho
2233,7244,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-08-21 21:43:38,Georgia
2234,5172,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-06-05 02:02:25,West Virginia
2235,1527,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-09-18 14:52:12,South Dakota
2236,7223,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-04-22 09:48:39,Georgia
2237,6049,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-07-06 19:49:05,Wyoming
2238,2929,ADV-24-10C,Advanced 24-port 10G Copper Switch,2024-11-26 15:42:57,Alabama
2239,3203,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-05-23 15:24:55,Pennsylvania
2240,772,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-02-20 00:02:44,Idaho
2241,5407,ADV-24-10C,Advanced 24-port 10G Copper Switch,2024-12-11 16:24:02,Tennessee
2242,2928,ADV-24-10C,Advanced 24-port 10G Copper Switch,2024-11-12 06:24:34,Mississippi
2243,4228,ADV-24-10C,Advanced 24-port 10G Copper Switch,2024-12-18 11:02:50,Wisconsin
2244,7065,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-08-09 17:31:08,Ohio
2245,5241,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-05-27 12:43:49,Alabama
2246,5441,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-01-08 04:42:58,Tennessee
2247,6710,ADV-24-10C,Advanced 24-port 10G Copper Switch,2025-04-22 01:14:03,Utah
2248,7092,ADV-24-10C,Advanced 24-port 10G Copper Switch,2024-10-29 02:50:56,Ohio
